sms,label
"Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
",0
":-( that's not v romantic!
",0
"Did you see that film:)
",0
"Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
",0
"Understand. his loss is my gain :) so do you work? School?
",0
"Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
",0
"Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
",0
"Haha good to hear, I'm officially paid and on the market for an 8th
",0
"I need... Coz i never go before 
",0
"ITS A LAPTOP TAKE IT WITH YOU.
",0
"Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
",0
"Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
",1
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management
",0
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com
",1
"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
",1
"PRIVATE! Your 2003 Account Statement for 078
",1
"No probably  &lt;#&gt; %.
",0
"As usual..iam fine, happy &amp; doing well..:)
",0
"HI ITS KATE CAN U GIVE ME A RING ASAP XXX
",0
"Shopping lor. Them raining mah hard 2 leave orchard.
",0
"Yes:)here tv is always available in work place..
",0
"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.
",0
"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz
",0
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.
",0
"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..
",0
"Then we wait 4 u lor... No need 2 feel bad lar...
",0
"(You didn't hear it from me)
",0
"She's fine. Good to hear from you. How are you my dear? Happy new year oh.
",0
"And you! Will expect you whenever you text! Hope all goes well tomo 
",0
"I've reached home finally...
",0
"Thanks for loving me so. You rock
",0
"I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
",0
"""URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50""
",1
"Probably, want to pick up more?
",0
"... Are you in the pub?
",0
"I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
",0
"Yup i'm elaborating on the safety aspects and some other issues..
",0
"Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
",0
"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx
",0
"Good evening! How are you?
",0
"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)
",0
"Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
",1
"Also that chat was awesome but don't make it regular unless you can see her in person
",0
"We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
",1
"I dont understand your message.
",0
"More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
",1
"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
",1
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!
",0
"Where u been hiding stranger?
",0
"Yup next stop.
",0
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
",1
"ARE YOU IN TOWN? THIS IS V. IMPORTANT
",0
"My uncles in Atlanta. Wish you guys a great semester.
",0
"But i'll b going 2 sch on mon. My sis need 2 take smth.
",0
"Why i come in between you people
",0
"U call me alter at 11 ok.
",0
"You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
",0
"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?
",0
"You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
",0
"BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
",0
"I'm done oredi...
",0
"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
",1
"I'm a guy, browsin is compulsory
",0
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007
",1
"… and don‘t worry we‘ll have finished by march … ish!
",0
"Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow
",1
"<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
",1
"Dip's cell dead. So i m coming with him. U better respond else we shall come back.
",0
"R u over scratching it?
",0
"sure, but make sure he knows we ain't smokin yet
",0
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!
",0
"The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
",0
"WHAT TIME U WRKIN?
",0
"Can u look 4 me in da lib i got stuff havent finish yet.
",0
"Convey my regards to him
",0
"Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
",0
"I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
",0
"As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
",0
"My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
",0
"Anything lor if they all go then i go lor...
",0
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876
",1
"But that's on ebay it might be less elsewhere.
",0
"That's a shame! Maybe cld meet for few hrs tomo?
",0
"Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
",0
"And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
",0
"Y de asking like this.
",0
"We have all rounder:)so not required:)
",0
"No dear i do have free messages without any recharge. Hi hi hi
",0
"Lovely smell on this bus and it ain't tobacco... 
",0
"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?
",1
"Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
",0
"I'm at work. Please call
",0
"Haha just kidding, papa needs drugs
",0
"Wake me up at  &lt;#&gt;  am morning:)
",0
"I'm at home. Please call
",0
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD
",0
"This pay is  &lt;DECIMAL&gt;  lakhs:)
",0
"Mm not entirely sure i understood that text but hey. Ho. Which weekend?
",0
"WOT U WANNA DO THEN MISSY?
",0
"Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
",0
"I love to wine and dine my lady!
",0
"I am going to sao mu today. Will be done only at 12 
",0
"It shall be fine. I have avalarr now. Will hollalater
",0
"No message..no responce..what happend?
",0
"Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
",1
"88800 and 89034 are premium phone services call 08718711108
",1
"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.
",0
"Dad says hurry the hell up
",0
"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out
",0
"Sorry for the delay. Yes masters
",0
"I cant pick the phone right now. Pls send a message
",0
"Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
",1
"""CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.""
",0
"It's that time of the week again, ryan
",0
"Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
",1
"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.
",0
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?
",0
"URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
",1
"I will send them to your email. Do you mind  &lt;#&gt;  times per night?
",0
"Ü all write or wat..
",0
"Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
",0
"Hey. You got any mail?
",0
"Trust me. Even if isn't there, its there.
",0
"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy
",0
"Good Morning my Dear........... Have a great &amp; successful day.
",0
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!
",0
"Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
",0
"Yo, you at jp and hungry like a mofo?
",0
"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.
",0
"I dont know what to do to come out of this so only am ask questions like this dont mistake me.
",0
"Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
",1
"Ugh hopefully the asus ppl dont randomly do a reformat.
",0
"Wah lucky man... Then can save money... Hee...
",0
"What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
",0
"Then i buy.
",0
"Sorry, got a late start, we're on the way
",0
"Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
",0
"ARR birthday today:) i wish him to get more oscar.
",0
"I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
",0
"Enjoy ur life. . Good night
",0
"Ooooooh I forgot to tell u I can get on yoville on my phone
",0
"Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
",0
"Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
",0
" said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! 
",0
"Leave it. U will always be ignorant.
",0
"U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
",0
"No i am not having not any movies in my laptop
",0
"Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
",1
"This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
",1
"Bring home some Wendy =D
",0
"LOL ... No just was busy
",0
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921
",1
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE
",1
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow
",1
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end
",1
"Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
",1
"Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.
",0
"Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
",0
"I told your number to gautham..
",0
"Yes princess! I want to catch you with my big strong hands...
",0
"Sorry, I'll call later in meeting
",0
"Ha ha - had popped down to the loo when you hello-ed me. Hello!
",0
"Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
",1
"Its good, we'll find a way
",0
"Cold. Dont be sad dear
",0
"Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
",1
"Please leave this topic..sorry for telling that..
",0
"I dunno lei... Like dun haf...
",0
"Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
",0
"You sure your neighbors didnt pick it up
",0
"K:)all the best:)congrats...
",0
"No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
",0
"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again
",0
"Ok...
",0
"I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
",0
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.
",0
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL
",1
"That's what I love to hear :V see you sundayish, then
",0
"You're right I have now that I think about it
",0
"Sir, i am waiting for your call.
",0
"I anything lor...
",0
"Hi my email address has changed now it is 
",0
"Im done. Just studyn in library
",0
"Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
",0
"Host-based IDPS for linux systems.
",0
"And how you will do that, princess? :)
",0
"Im good! I have been thinking about you...
",0
"If he started searching he will get job in few days.he have great potential and talent.
",0
"Hey do you want anything to buy:)
",0
"Indeed and by the way it was either or - not both !
",0
"We stopped to get ice cream and will go back after
",0
"Ok i vl..do u know i got adsense approved..
",0
"ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
",0
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
",0
"Damn, poor zac doesn't stand a chance
",0
"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..
",0
"Ta-Daaaaa! I am home babe, are you still up ?
",0
"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011
",1
"Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
",0
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022
",1
"Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
",1
"Is xy going 4 e lunch?
",0
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.
",1
"Yo, the game almost over? Want to go to walmart soon
",0
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard
",0
"I'm not driving... Raining! Then i'll get caught at e mrt station lor.
",0
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe
",0
"I am not at all happy with what you saying or doing
",0
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
",1
"What he said is not the matter. My mind saying some other matter is there.
",0
"No da. . Vijay going to talk in jaya tv
",0
"We left already we at orchard now.
",0
"Hey... What time is your driving on fri? We go for evaluation on fri?
",0
"Its a part of checking IQ
",0
"I'm in a meeting, call me later at
",0
"""Hi darlin did youPhone me? Im atHome if youwanna chat.""
",0
"I can probably come by, everybody's done around  &lt;#&gt;  right?
",0
"Buy one egg for me da..please:)
",0
"Black shirt n blue jeans... I thk i c ü...
",0
"Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
",0
"My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
",0
"It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
",0
"ok. I am a gentleman and will treat you with dignity and respect.
",0
"All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
",0
"Haven't left yet so probably gonna be here til dinner
",0
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!
",0
"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)
",0
"HELLO PEACH! MY CAKE TASTS LUSH!
",0
"Can you pls send me that company name. In saibaba colany
",0
"Also remember the beads don't come off. Ever.
",0
"No problem. Talk to you later
",0
"Stop the story. I've told him i've returned it and he's saying i should not re order it.
",0
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'
",1
"S....s...india going to draw the series after many years in south african soil..
",0
"I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
",0
"Text her. If she doesnt reply let me know so i can have her log in
",0
"K...k...yesterday i was in cbe .
",0
"Hi' Test on  &lt;#&gt; rd ....
",0
"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt
",0
"What is this 'hex' place you talk of? Explain!
",0
"My sister got placed in birla soft da:-)
",0
"Where to get those?
",0
"You do got a shitload of diamonds though
",0
"Jay is snickering and tells me that x is totally fucking up the chords as we speak
",0
"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120
",1
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning
",0
"Lol no. U can trust me.
",0
"Thanks, I'll keep that in mind
",0
"Thanks for understanding. I've been trying to tell sura that.
",0
"Hows the champ just leaving glasgow!
",0
"Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
",0
"Dear where you will be when i reach there
",0
"Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
",0
"HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
",0
"Hey you can pay. With salary de. Only  &lt;#&gt; .
",0
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho
",0
"You have 1 new voicemail. Please call 08719181503
",1
"Also hi wesley how've you been
",0
"Dai what this da.. Can i send my resume to this id.
",0
"So check your errors and if you had difficulties, do correction.
",0
"Let me know when you've got the money so carlos can make the call
",0
"And of course you should make a stink!
",0
"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D
",0
"Dont kick coco when he's down
",0
"Yup i'm free...
",0
"PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
",1
"I have no money 4 steve mate! !
",0
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?
",0
"But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
",0
"Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
",0
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.
",1
"R u saying i should re order the slippers cos i had to pay for returning it.
",0
"Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
",0
"I cant pick the phone right now. Pls send a message
",0
"Takin a shower now but yeah I'll leave when I'm done
",0
"K and you're sure I don't have to have consent forms to do it :V
",0
"Ok i am on the way to home hi hi
",0
"Come to my home for one last time i wont do anything. Trust me.
",0
"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
",1
"Ryder unsold.now gibbs.
",0
"What happened in interview?
",0
"You can never do NOTHING
",0
"You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
",1
"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.
",0
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
",0
"Anything lar...
",0
"Ü v ma fan...
",0
"Yeah why not, is the gang all ready
",0
"Morning only i can ok.
",0
"Mm yes dear look how i am hugging you both. :-P
",0
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324
",1
"Nope... Juz off from work...
",0
"Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
",0
"Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
",1
"Reckon need to be in town by eightish to walk from * carpark.
",0
"FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
",1
"You best watch what you say cause I get drunk as a motherfucker
",0
"I AM AT A PARTY WITH ALEX NICHOLS
",0
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16
",1
"Thts god's gift for birds as humans hav some natural gift frm god..
",0
"Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
",1
"But i dint slept in afternoon.
",0
"You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
",1
"Wat time liao, where still got.
",0
"Ü still attending da talks?
",0
"Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
",1
"What type of stuff do you sing?
",0
"What Today-sunday..sunday is holiday..so no work..
",0
"Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
",0
"Its sunny in california. The weather's just cool
",0
"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
",1
"That's the way you should stay oh.
",0
"Don know. I did't msg him recently.
",0
"Sorry about that this is my mates phone and i didnt write it love Kate
",0
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate
",1
"And do you have any one that can teach me how to ship cars.
",0
"Wat r u doing?
",0
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical
",0
"Tired. I haven't slept well the past few nights.
",0
"Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
",1
"Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
",0
"All will come alive.better correct any good looking figure there itself..
",0
"Do you always celebrate NY's with your family ?
",0
"Should I tell my friend not to come round til like  &lt;#&gt; ish?
",0
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx
",0
"Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
",1
"Here got lots of hair dresser fr china.
",0
"If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
",0
"True. Its easier with her here.
",0
"Yes... I trust u to buy new stuff ASAP so I can try it out
",0
"Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
",0
"&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
",0
"Thts wat Wright Brother did to fly..
",0
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time
",0
"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*
",0
"Ok
",0
"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...
",0
"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
",1
"I will be gentle princess! We will make sweet gentle love...
",0
"Otherwise had part time job na-tuition..
",0
"IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
",0
"Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
",0
"I love to cuddle! I want to hold you in my strong arms right now...
",0
"Okie.. Thanx..
",0
"When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
",0
"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!
",0
"When u wana see it then
",0
"u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
",1
"Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...
",0
"hanks lotsly!
",0
"I am on the way to tirupur.
",0
"Is that on the telly? No its Brdget Jones!
",0
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".
",0
"What u talking bout early morning? It's almost noon where your at!
",0
"Not tonight mate. Catching up on some sleep. This is my new number by the way. 
",0
"Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
",0
"YO YO YO BYATCH WHASSUP?
",0
"Watching telugu movie..wat abt u?
",0
"Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
",0
"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...
",0
"Kallis wont bat in 2nd innings.
",0
"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer
",1
"K..u also dont msg or reply to his msg..
",0
